100, 0, 1.00000000000000000000
200, 0, 1.00000000000000000000
300, 0, 1.00000000000000000000
400, 0, 1.00000000000000000000
500, 0, 1.00000000000000000000
600, 0, 1.00000000000000000000
700, 0, 1.00000000000000000000
800, 1.00000000000000000000, 1.50000000000000000000
900, .50000000000000000000, .66666666666666666666
1000, 1.00000000000000000000, .83333333333333333333
1100, 1.50000000000000000000, 1.00000000000000000000
1200, 2.33333333333333333333, .91666666666666666666
1300, 2.75000000000000000000, .80000000000000000000
1400, 4.33333333333333333333, 1.41666666666666666666
1500, 2.80000000000000000000, .66666666666666666666
1600, 5.00000000000000000000, 1.25000000000000000000
1700, 3.00000000000000000000, .45833333333333333333
1800, 6.00000000000000000000, 1.02380952380952380952
1900, 3.45454545454545454545, .37878787878787878787
2000, 5.50000000000000000000, .73611111111111111111
2100, 3.66666666666666666666, .29583333333333333333
2200, 3.58823529411764705882, .25816993464052287581
2300, 3.78947368421052631578, .24210526315789473684
2400, 3.59090909090909090909, .20158102766798418972
2500, 3.92000000000000000000, .19076923076923076923
2600, 5.19047619047619047619, .28354978354978354978
2700, 4.73076923076923076923, .21367521367521367521
2800, 5.34615384615384615384, .23646723646723646723
2900, 4.90000000000000000000, .19139784946236559139
3000, 4.59459459459459459459, .14793741109530583214
